Hid,State,City,Category,Alcohol,Hotel Name,Address,Start Date,Expiry Date,Total Rooms
898,Goa,Old Goa,5 Star,With Alcohol,THE FERN KADAMBA HOTEL AND SPA ,"Kadamba Plateau, Panjim Old Goa By-Pass Road Bainguinim-Old Goa Pin: 403402 ",5/8/2022,4/8/2027,48
899,Goa,Panaji*,5 Star,With Alcohol,Double Tree by Hilton by Goldfinch Resorts Pvt Ltd,"Goldfinch Resorts Pvt Ltd, Sy.No 34-1- B, Near Sai Baba Temple, Panjim to Old Goa Bypass Road, Chimbel Village, Tiswadi Taluk, North Goa District, 403006",3/4/2019,2/4/2024,160
900,Goa,Panaji*,5 Star,With Alcohol,FORTUNE MIRAMAR,OFF MIRAMAR BEACH,10/12/2018,9/12/2023,44
901,Goa,Panaji*,5 Star,With Alcohol,THE CROWN GOA,"BAIRO ALTO DOS PILOTOS, JOSE FALCAO ROAD, ",28/07/2019,27/07/2024,43
902,Goa,Salcete,5 Star,With Alcohol,Novotel Goa Dona Sylvia Resort,"Cavelossim, South Goa, Goa",6/7/2020,5/7/2025,181
903,Goa,Salcette,5 Star,With Alcohol,ROYAL ORCHID BEACH RESORT AND SPA,183 2 FRANCISCO PEREIRA WADDO UTTORDA SALCETTE GOA,12/7/2019,11/7/2024,69
904,Gujarat,Ahmedabad,5 Star,With Alcohol,"NOVOTEL, AHMEDABAD","NEAR WMEDABADIDE ENGLE CINEMA, S G ROAD, NEAR ISCON CIRCLE, AHMEDABAD- 380015",17/09/2020,16/09/2025,216
905,Haryana,Faridabad,5 Star,With Alcohol,"Vivanta by Taj Surajkund, Unit: Godavari Shilpkala Pvt Ltd","Range Road, Surajkund",14/10/2018,13/10/2023,286
906,Haryana,Gurgaon,5 Star,With Alcohol,ANYA HOTEL,"PLOT NO.42, SECTOR-43, GOLF COURSE ROAD, DLF PHASE-V, GURGAON, HARYANA-122002",5/11/2018,4/11/2023,116
907,Haryana,Gurgaon,5 Star,With Alcohol,COURTYARD BY MARRIOTT GURUGRAM DOWNTOWN,"PLOT NO. 27B, SECTOR ROAD, B BLOCK, SUSHANT LOK-1, SECTOR 27",19/04/2022,18/04/2027,198
908,Haryana,Gurgaon,5 Star,With Alcohol,CROWNE PLAZA HOTEL ( TODAY HOTELS PVT LTD),"SITE NO.2, SECTOR-29 , NH-08, GURUGRAM",3/2/2020,2/2/2025,234
909,Haryana,Gurgaon,5 Star,With Alcohol,Heritage Village Resort Spa,"NH8, Opp Manesar Police Station,Manesar Gurgaon",28/01/2019,27/01/2024,154
910,Haryana,Gurgaon,5 Star,With Alcohol,The Gateway Resort Damdama Lake Gurgaon,"P.O. Damdama Off Gurgaon-Sohna Road, Gurgaon, Haryana 122102",26/10/2022,25/10/2027,78
911,Himachal Pradesh,Dharamshala,5 Star,With Alcohol,Hyatt Regency Dharamshala Resort,"Dharamkot, P.O. McLeod Ganj, Dharamshala, Himachal Pradesh, 176219, INDIA",21/11/2022,20/11/2027,81
912,Himachal Pradesh,Shimla*,5 Star,With Alcohol,Radisson Jass Hotel ,Good wood Estate Lower Bharari Road Shimla ,15/03/2022,14/03/2027,67
913,Karnataka,Bangalore,5 Star,With Alcohol,Clarks Exotica Resort and Spa ,"Swiss Town, Hollywood Junction, Sadahalli post, Devanahalli Road, Bengaluru-562 110",1/4/2022,31/03/2027,152
914,Karnataka,Bangalore,5 Star,With Alcohol,Courtyard by Marriott by Trishul Buildtech and Infrastructures Private Limited,"Sy.No.55, BBMP Katha No. 165-55, Outer Ring Road, Nagawara Village, Kasaba Hobli, Bangalore North Bangalore",9/10/2019,8/10/2024,184
915,Karnataka,Bangalore,5 Star,With Alcohol,HOTEL ROYAL ORCHID REGENTA,"No.1 GOLF AVENUE,ADJOINING KGA GOLF COURSE HAL AIRPORT ROAD",28/02/2019,27/02/2024,194
916,Karnataka,Bangalore,5 Star,With Alcohol,Hyatt Bangalore,"No 1 slash 1, Swami Vivekananda Road, Next to MG Road, Ulsoor, Bangalore",28/06/2019,27/06/2024,143
917,Karnataka,Bangalore,5 Star,With Alcohol,ITC Limited â€“ WelcomHotel Bengaluru,"46, Richmond Road, Near Hosmat Hospital, Bengaluru Bangalore Bangalore",22/02/2022,21/02/2027,115
918,Karnataka,Bangalore,5 Star,With Alcohol,Le Meridien Bangalore,"28 Sankey Road, P.B.No. 174",23/12/2018,22/12/2023,197
919,Karnataka,Bangalore,5 Star,With Alcohol,Palm Meadows Resort,"Ramagondanahalli, Airport Varthur Main road",12/2/2019,11/2/2024,78
920,Karnataka,Bangalore,5 Star,With Alcohol,Sterlings Mac Hotel,"No. 134, Kodihalli, Hal Airport Road Bangalore Bangalore",23/12/2018,22/12/2023,190
921,Karnataka,Bangalore,5 Star,With Alcohol,THE CHANCERY PAVILION (A UNIT OF ELIXIR ENTERPRISES AND HOTELS PRIVATE LIMITED),"135, RESIDENCY ROAD, BANGALORE - 560 025, KARNATAKA, INDIA",24/05/2019,23/05/2024,225
922,Karnataka,Bangalore,5 Star,With Alcohol,Vivanta Bengalurul-Residency Road,The Indian Hotels Company Limited Residency Road Bangalore,16/03/2021,15/03/2026,98
923,Karnataka,Belgaum,5 Star,With Alcohol,REGENTA RESORT BELGAVI,140 1 BELAGAVI JAMBOTI KINEYE BELAGAVI 590014 KARNATAKA,9/9/2022,8/9/2027,58
924,Karnataka,Madikeri,5 Star,With Alcohol,The Tamara Coorg,"Kabbinakad Estate, Napoklu Nad, Yavakapadi Village, Madikeri Taluk, Kodagu District. ",25/04/2019,24/04/2024,56
925,Kerala,Alappuzha,5 Star,With Alcohol,LAKE PALACE RESORT,"THIRUMALA WARD, CHUNGAM ",7/12/2022,6/12/2027,60
926,Kerala,Alappuzha,5 Star,With Alcohol,RAMADA ALLEPPEY,"NEHRU TROPHY FINISHING POINT,PUNNAMADA",30/03/2020,29/03/2025,120
927,Kerala,Alappuzha,5 Star,With Alcohol,RAMADA BY WYNDHAM ALLEPPEY,Nehru Thophy finishing point punnamada,30/03/2020,25/03/2025,120
928,Kerala,Calicut,5 Star,With Alcohol,"The Gateway Hotel, Calicut","P.T. Usha Road, Calicut",21/11/2022,20/11/2027,74
929,Kerala,Ernakulam,5 Star,With Alcohol,Diana Heights,"Athani-Post,Nedumbassery,Ernakulam-District",8/4/2021,7/4/2026,37
930,Kerala,Ernakulam,5 Star,With Alcohol,Fragrant Nature Kochi(Masafi developers Pvt Ltd),"Near SBI, Calvathy Bazar Road, Fort Kochi ",27/10/2021,26/10/2026,41
931,Kerala,Ernakulam,5 Star,With Alcohol,Hotel Airlink Castle,"A Unit of Swagath Enterprises,Nedumbassery, Athani,P.O. Ernakulam Dsit",2/12/2019,1/12/2024,54
932,Kerala,Ernakulam,5 Star,With Alcohol,RADISSON BLU KOCHI,"37-985 C&D S.A.ROAD,ELAMKULAM,KADAVANTHRA,KOCHI-682020",29/08/2019,28/08/2024,150
933,Kerala,Ernakulam,5 Star,With Alcohol,SAJ EARTH RESORT,SAJ EARTH RESORT NO 9 KARIYAD - MATTOR ROAD AKAPARAMBU,16/03/2021,15/03/2026,36
934,Kerala,Ernakulam,5 Star,With Alcohol,The Gateway Hotel Marine Drive Ernakulam,"The Gateway Hotel Marine Drive, Ernakulam, Kerala Ernakulam",15/03/2022,14/03/2027,108
935,Kerala,Kochi,5 Star,With Alcohol,CASINO HOTEL,"WILLINGDON ISLAND , KOCHI ",29/02/2020,28/02/2025,65
936,Kerala,Kochi,5 Star,With Alcohol,Courtyard By Marriott,"VIP Road, Opp.CIAL International Airport Vappalaserry P.O. Nedumbassery, ",23/02/2022,22/02/2027,108
937,Kerala,Kochi,5 Star,With Alcohol,"Trident, Cochin",Bristow Road Willingdon Island Kochi Kochi,22/07/2020,21/07/2025,85
938,Kerala,Kollam,5 Star,With Alcohol,The Quilon Beach Hotel,"Beach, Pallithottam P.O, Kollam - 691006",1/10/2019,30/09/2024,95
939,Kerala,Kottayam,5 Star,With Alcohol,Kumarakom Lake Resort,"Kumarakom Lake Resort Pvt Ltd , Kumarakom North PO , Kottayam - 686563 . Kerala",28/03/2019,27/03/2024,59
940,Kerala,Kovalam,5 Star,With Alcohol,Taj Green Cove Resort and Spa,"GV Raja Vattapara Road, Kovalam, Trivandrum, 695 527 Kovalam",5/8/2022,4/8/2027,59
941,Kerala,Thiruvananthapuram,5 Star,With Alcohol,Hotel Lake Palace,A Unit of Royal Blue Hotels Pvt. Ltd Thonikadavu Junction Kadinamkulam Puthukurichi P O Trivandrum â€“Pin 695303 Kerala ,1/10/2019,30/09/2024,24
942,Kerala,Thiruvananthapuram,5 Star,With Alcohol,Hycinth Hotels,"Manorama Road, Next Malayalam Manoramam Office, Thampanoor",16/09/2020,15/09/2025,102
943,Kerala,Thiruvananthapuram,5 Star,With Alcohol,Mascot Hotel,"A unit of KTDC ltd, Mascot Square, Vikas Bhavan PO",26/12/2018,25/12/2023,66
944,Kerala,Thiruvananthapuram,5 Star,With Alcohol,Uday Samudra Leisure Beach Hotel and Spa,GV RAJA ROAD SAMUDRA BEACH KOVALAM THIRUVANANTHAPURAM,5/2/2019,4/2/2024,203
945,Kerala,Wayanad,5 Star,With Alcohol,VYTHIRI VILLAGE (A UNIT OF GREESHMAM RESORTS PVT.LTD.),"NEAR NH - 212, VYTHIRI PO.,WAYANAD",7/12/2022,6/12/2027,88
946,Madhya Pradesh,Bhopal,5 Star,With Alcohol,Deligent Hotel Corporation Pvt Ltd,"DB City, Arera Hills",23/02/2021,22/02/2026,160
947,Madhya Pradesh,Bhopal,5 Star,With Alcohol,Hotel Radisson Bhopal,"Shiva Infrastructures Opp. Savoy Complex, E-8, Gulmohar Colony Bhopal",17/11/2022,16/11/2027,104
948,Madhya Pradesh,Bhopal,5 Star,With Alcohol,JEHAN NUMA PALACE HOTEL PVT LTD,"157, SHAMLA HILL, BHOPAL",11/6/2019,10/6/2024,98
949,Madhya Pradesh,Indore,5 Star,With Alcohol,Radisson Blu,"PLOT NO.12,13,14,C SCHEME NO .94 C RING ROAD, INDORE, MADHYA PRADESH PIN-452010",4/1/2019,3/1/2024,200
950,Madhya Pradesh,Indore,5 Star,With Alcohol,Sayaji Hotels Indore,H1 SCHEME NO 54 VIJAY NAGAR Indore,9/5/2022,8/5/2027,213
951,Madhya Pradesh,Jabalpur,5 Star,With Alcohol,VIJAN MAHAL,"Khasra No. 114 -2, 107 & Its Parts TILAHRI Mandla Road Jabalpur",14/12/2018,13/12/2023,108
952,Madhya Pradesh,khajuraho,5 Star,With Alcohol,RAMADA KHAJURAHO ,Airport road RAMAA HOTELJURAHO,23/07/2019,22/07/2024,95
953,Maharashtra,Lonavala,5 Star,With Alcohol,RADISSON RESORT AND SPA LONAVALA (UNIT OF MONARCH HOSPITALITY),"UNIT OF MONARCH HOSPITALITY, PLOT 29, GOLD VALLEY, SECTOR D, TUNGARLI, LONAVALA - 410401",9/9/2022,8/9/2027,75
954,Maharashtra,Mumbai,5 Star,With Alcohol,Hotel Marine Plaza,29 marine drive Mumbai,8/1/2020,7/1/2025,68
955,Maharashtra,Mumbai,5 Star,With Alcohol,Intercontinental Marine Drive,135 Netaji Subhash Road Churchgate Mumbai,16/07/2021,15/07/2026,59
956,Maharashtra,Mumbai,5 Star,With Alcohol,Ramada Plaza Palm Grove,Juhu Beach Juhu Mumbai,8/3/2020,7/3/2025,115
957,Maharashtra,Mumbai,5 Star,With Alcohol,SUN N SAND HOTEL,"39 Juhu Beach, Mumbai",11/2/2021,10/2/2026,120
958,Maharashtra,Mumbai,5 Star,With Alcohol,The Resort,"Aksa Beach Madh Marve Road, Malad West Mumbai 400095",23/10/2018,22/10/2023,94
959,Maharashtra,Navi Mumbai,5 Star,With Alcohol,"Ramada Navi Mumbai,Saikripa Foods Services Pvt.Ltd","156-Milienium Business Park, MIDC, Sector-2 Mahape , Navi Mumbai-400710 Navi Mumbai",8/3/2020,7/3/2025,99
960,Maharashtra,Pune,5 Star,With Alcohol,"Blue Diamond, Pune","11, Koregaon Road",8/4/2020,7/4/2025,110
961,Maharashtra,Pune,5 Star,With Alcohol,J W MARRIOTT,"Senapati Bapat Rd, Laxmi Society, Model Colony, Shivajinagar, Pune, Maharashtra 411053",24/12/2022,23/12/2027,418
962,Maharashtra,Pune,5 Star,With Alcohol,NOVOTEL HOTEL,"SURVEY NO-30.3, 31.1 AND 2A,VADGAON SHERI, NAGAR ROAD, VIMAN NAGAR, PUNE",11/2/2021,10/2/2026,223
963,Maharashtra,Pune,5 Star,With Alcohol,The Ritz Carlton Pune,"S.No.103, C.T.S.No. 1934 to 1943 Air Port Road, Yerwada, Pune City, Pune - 411 006 ",24/12/2022,23/12/2027,198
964,Maharashtra,Solapur,5 Star,With Alcohol,Balaji sarovar premiere,"Aasara chowk,hotgi road Solapur 413224",11/7/2019,10/7/2024,129
965,Odisha,Bhubaneswar*,5 Star,With Alcohol,Swosti Premium Ltd.,"P1,jaydv Vihar Bhubaneswar*",5/3/2019,4/3/2024,147
966,Odisha,Bhubaneswar*,5 Star,With Alcohol,"Vivanta Bhubneshwar DN Square, Unit of: Lifeline Multi-Ventures Private Limited","IDCO Plot No. 1A, Bhagabanpur Industrial Estate, Patrapara Bhubaneswar*",25/03/2022,24/03/2027,136
967,Odisha,Bhubaneswar*,5 Star,With Alcohol,WELCOMHOTEL BHUBANESWAR,"D1, Dumduma, Bhubaneswar, Khordha, Odisha - 751019",26/05/2022,25/05/2027,107
968,Punjab,Amritsar,5 Star,With Alcohol,WelcomHotel Amritsar,"Khasra No. 220M, Raja ki Kothi, Village Rajasansi, Tehsil Ajnala, Amritsar",22/09/2021,21/09/2026,101
969,Punjab,Zirakpur,5 Star,With Alcohol,ABC SITES PRIVATE LIMITED,"Holiday Inn Chandigarh Zirakpur, Raksha Business Centre, Ambala Chandigarh Highway, Zirakpur, Punjab-140603",26/10/2022,25/10/2027,131
970,Punjab,Zirakpur,5 Star,With Alcohol,Park Plaza Zirakpur - Chandigarh,"Chandigarh Ambala Road, Zirakpur, Dist - Mohali",26/09/2018,25/09/2023,104
971,Rajasthan,Jaipur,5 Star,With Alcohol,HOLIDAY INN JAIPUR CITY CENTRE,"1, SARDAR PATEL MARG, NEAR NEHRU SAHKAR BHAWAN, C-SCHEME, 22 GODAM CIRCLE",25/07/2022,24/07/2027,172
972,Rajasthan,Jaipur,5 Star,With Alcohol,Hotel Mansingh,Sansar Chandra Road,9/1/2020,8/1/2025,106
973,Rajasthan,Jaipur,5 Star,With Alcohol,Hotel Royal Orchid (A unit of Ksheer Sagar Developers Pvt. Ltd.),"Opp. BSNL Office, Tonk Road Durgapura, ",9/9/2022,8/9/2027,139
974,Rajasthan,Jaipur,5 Star,With Alcohol,INDANA PALACE JAIPUR(A Unit Of Waves Hotels and Estate pvt ltd),"Near Kunda Police Check Post, Kukas, Jaipur Delhi highway, Amer, Jaipur 302028, Rajasthan.",10/6/2019,9/6/2024,118
975,Rajasthan,Jaipur,5 Star,With Alcohol,Trident,"Amber Fort Road, Opposite Jal Mahal, Jaipur",21/01/2019,20/01/2024,132
976,Rajasthan,Jaisalmer,5 Star,With Alcohol,Jaisalmer Marriott Resort Spa,"Sam Road, Jaisalmer, Rajasthan-345001",18/08/2022,17/08/2027,137
977,Rajasthan,Sawai Madhopur,5 Star,With Alcohol,The Oberoi Vanyavilas,"Ranthambhore Road, Sawai Madhopur",24/07/2022,23/07/2027,25
978,Rajasthan,Udaipur,5 Star,With Alcohol,Trident Udaipur,"Hari Das Ji Ki Magri, Udaipur, Rajasthan Udaipur",24/12/2022,23/12/2027,142
979,Tamil Nadu,Chennai*,5 Star,With Alcohol,Grand Chennai by GRT Hotels,"120, Sir Thyagaraya Road, T. Nagar",9/6/2020,8/6/2025,133
980,Tamil Nadu,Chennai*,5 Star,With Alcohol,Radisson Blu Hotel Chennai City Centre (a Unit of VVA Hotel P Ltd),"No.2,Ethiraj Salai, C-in-C Road, Egmore, Chennai - 600 008, India.",30/11/2022,29/11/2027,162
981,Tamil Nadu,Chennai*,5 Star,With Alcohol,RAMADA PLAZA CHENNAI,"NO 36, SARDAR PATEL ROAD, GUINDY , CHENNAI 600032",22/10/2018,21/10/2023,104
982,Tamil Nadu,Chennai*,5 Star,With Alcohol,"Trident, Chennai","124, GST Road Meenambakkam Chennai* Chennai*",1/4/2022,31/03/2027,167
983,Tamil Nadu,Coimbatore,5 Star,With Alcohol,WELCOMHOTEL COIMBATORE,"T.S.No.1266-14,Ward(A)1,Block 23 in door No.27 to 30, West Club Road, Coimbatore Coimbatore",15/06/2021,14/06/2026,106
984,Tamil Nadu,Kodaikanal,5 Star,With Alcohol,The Carlton,"Lake Road, Kodaikanal ",2/6/2022,1/6/2027,91
985,Tamil Nadu,MAHABALLIPURAM,5 Star,With Alcohol,WELCOMHOTEL KENCES PALM BEACH (UNIT OF KENCES CONSTRUCTIONS PRIVATE LIMITED),"NO.53, Devaneri Village East Coast Road Mammallapuram",28/03/2019,27/03/2024,94
986,Telangana,Hyderabad,5 Star,With Alcohol,Marigold By GreenPark,"A Unit of Greenpark Hotels and Resorts Ltd., 7-1-25, Greenlands, Begumpet, Hyderabad- 500016",2/11/2020,1/11/2025,181
987,Telangana,Hyderabad,5 Star,With Alcohol,Marriott Executive Apartments,"Survey No 133, Level 9, SLN Terminus, Besides botanical gardens, Gachibowli, Hyderabad.",24/07/2018,23/07/2023,75
988,Telangana,Hyderabad,5 Star,With Alcohol,Radisson Blu Plaza Hotel Hyderabad Banjara Hills,"8-2-409, Rd No. 6, Banjara Hills, Hyderabad 500034, India",20/06/2019,19/06/2024,158
989,Telangana,HYDERABAD,5 Star,With Alcohol,Radisson Hitec City Hyderabad,"Gachibowli - Miyapur Rd, Chhota Anjaiah Nagar, Gachibowli, Hyderabad, Telangana 500032",15/03/2022,14/03/2027,209
990,Telangana,Hyderabad,5 Star,With Alcohol,TAJ DECCAN,"Road No. 1, Banjara Hills, Hyderabad",20/09/2018,19/09/2023,153
991,Telangana,Hyderabad,5 Star,With Alcohol,"VIVANTA BY TAJ - BEGUMPET, HYDERABAD","1-10-147 & 148, MAYURI MARG, BEGUMPET, HYDERABAD",20/09/2018,19/09/2023,181
992,Tripura,Agartala,5 Star,With Alcohol,HOTEL POLO TOWERS,"VIP ROAD, KUNJABAN",21/11/2022,20/11/2027,73
993,Uttar Pradesh,Agra,5 Star,With Alcohol,"Trident, Agra","Fatehabad Road, Agra",15/04/2019,14/04/2024,135
994,Uttar Pradesh,Kanpur,5 Star,With Alcohol,The Landmark Hotel,"10, The Mall Kanpur",31/07/2019,30/07/2024,125
995,Uttar Pradesh,Lucknow*,5 Star,With Alcohol,Renaissance Lucknow Hotel,"D.R. Hotels Pvt. Ltd. Vipin Khand, Gomti Nagar, Lucknow, Uttar Pradesh",4/7/2018,3/7/2023,112
996,Uttar Pradesh,Lucknow*,5 Star,With Alcohol,The Centrum unit of Anahita Hospitality LLP,"Pocket-7, Sector-C Sushant Golf City Lucknow ",30/11/2022,29/11/2027,116
997,Uttar Pradesh,Noida,5 Star,With Alcohol,Crowne Plaza,"Plot No. H1, Sector - Institutional Green-1, Surajpur Chowk, Kasna Road, Greater Noida, ",25/07/2019,24/07/2024,398
998,Uttar Pradesh,Noida,5 Star,With Alcohol,Radisson ,Plot no 02 C block Sector 55 Noida UP ,4/2/2019,3/2/2024,88
999,Uttar Pradesh,Varanasi,5 Star,With Alcohol,Radisson Hotel Varanasi,"The Mall Cantonment, Varanasi Uttar Pradesh Varanasi",31/10/2018,30/10/2023,116
1000,Uttar Pradesh,Varanasi,5 Star,With Alcohol,Radisson Hotel Varanasi,"The Mall, Cantonment",31/10/2018,30/10/2023,116
1001,Uttarakhand,Dehradun,5 Star,With Alcohol,SEYFERT SAROVAR PREMIERE,"HARIDWAR BYPASS ROAD, NEAR ISBT, DEHRADUN",25/02/2019,24/02/2024,68
1002,West Bengal,Darjiling,5 Star,With Alcohol,MAYFAIR DARJEELING,"THE MALL, OPPOSITE GOVERNOR HOUSE, DARJEELING - 734101, WEST BENGAL",9/3/2021,8/3/2026,53
1003,West Bengal,Kalimpong,5 Star,With Alcohol,MAYFAIR Himalayan Spa Resort,"Upper Cart Road, Near Kalimpong Municipality Office, Kalimpong - 734301. Ph : + 91 - 03552-260101 ",19/02/2021,18/02/2026,68
1004,West Bengal,Kolkata,5 Star,With Alcohol,ALTAIR (A UNIT OF CHOICEST ENTERPRISES LTD),"ECOCENTRE, GROUND FLOOR LOBBY, 19TH, 20TH AND 21ST FLOOR, EM-4, EM BLOCK, SECTOR-V, SALT LAKE Kolkata:-700091 ",18/02/2020,17/02/2025,23
1005,West Bengal,Kolkata,5 Star,With Alcohol,Hotel Hindusthan International ,"2351, AJC Bose Road, West Bengal ",14/12/2021,13/12/2026,183
1006,West Bengal,Kolkata,5 Star,With Alcohol,Mukti Projects Limited,"A UNIT OF MUKTI PROJECTS LTD , 17 GARCHA, 1ST LANE , Kolkata",11/2/2021,10/2/2026,92
1007,West Bengal,Kolkata,5 Star,With Alcohol,NOVOTEL KOLKATA HOTEL AND RESIDENCES,"CF 11 , ACTION AREA - 1C , NEW TOWN , RAJAR HAT ",16/07/2021,15/07/2026,340
1008,West Bengal,Kolkata,5 Star,With Alcohol,THE WESTIN KOLKATA RAJARHAT (UNIT OF SARGA HOTEL PVT. LTD.,"AAII CBD 2 NEW TOWN RAJARHAT , KOLKATA , WEST BENGAL700156",3/12/2019,2/12/2024,304
1009,West Bengal,Kolkata,5 Star,With Alcohol,ZONE BY THE PARK KOLKATA,"Plot NO.DG021, Premises No.39-1111, Action Area-I, New Town, Kolkata-700 156 Kolkata",20/01/2020,19/01/2025,117
1010,Andaman And Nicobar,Havelock Island,5 Star,With Alcohol,Taj Exotica Resorts and Spa Andamans,"Radhanagar Beach No. 7, Havelock Island Havelock Island",7/12/2022,6/12/2027,72
1011,Andhra Pradesh,Vijayawada,5 Star,With Alcohol,Novotel Vijayawada Varun,"Bharathi Nagar ,Main Road, Gunadala, Vijayawada, Andhra Pradesh, Pin-520008, INDIA",9/10/2019,8/10/2024,227
1012,Andhra Pradesh,Visakhapatnam,5 Star,With Alcohol,Novotel Visakhapatnam Varun Beach,"Sy. No: 15-3-22 & 222, Block No: 4, Nowroji Road, Maharanipeta, Ramakrishna Beach Road, Visakhapatnam Visakhapatnam",30/07/2019,29/07/2024,225
1013,Andhra Pradesh,Visakhapatnam,5 Star,With Alcohol,RADISSON BLU RESORT VISAKHAPATNAM A UNIT OF MAG LEISURES,"SY NO 106, KARTIKAVANAM, RUSHIKONDA BEACH ROAD VISAKHAPATNAM",24/08/2022,23/08/2027,101
1014,Assam,Guwahati,5 Star,With Alcohol,Radisson Blu Hotel Guwahati,"National Highway 37, Gotanagar, Guwahati Guwahati",25/03/2022,24/03/2027,196
1015,Bihar,Patna*,5 Star,With Alcohol,Hotel Lemon Tree Premier (Owned and Developed by KUMAR INFRATRADE ENTERPRISES PVT LTD),"PLOT NO.876, EXHIBITION ROAD, NEAR RAM GULAM CHOWK, PATNA Patna*",6/8/2018,5/8/2023,106
1016,Bihar,Patna*,5 Star,With Alcohol,HOTEL PATLIPUTRA CONTINENTAL LLP,"BYPASS CROSSING NEAR ALI NAGAR ROAD, ANISABAD",30/07/2019,29/07/2024,80
1017,Chandigarh,Chandigarh*,5 Star,With Alcohol,JW MARRIOTT CHANDIGARH,"PLOT NO. 6, SECTOR 35-B, CHANDIGARH",24/07/2018,23/07/2023,164
1018,Chandigarh,Chandigarh*,5 Star,With Alcohol,"The LaLiT, Chandigarh",Rajiv Gandhi IT Park,24/07/2018,23/07/2023,179
1019,Chhattisgarh,Raipur*,5 Star,With Alcohol,COURTYARD MARRIOTT RAIPUR (A Unit of R.K.Hoteliers and Developers Pvt. Ltd.),"Village Labhandi, N.H.6, Oppsite Indra Gandhi Agriculture Univercity",25/03/2022,24/03/2027,108
1020,Chhattisgarh,Raipur*,5 Star,With Alcohol,"MAYFAIR LAKE RESORT, A UNIT OF MAYFAIR HOTELS AND RESORTS LIMITED","MAYFAIR LAKE RESORT, SECTOR -24, ATAL NAGAR, ABHANPUR TEHSIL,DISTRICT-RAIPUR, P.S.RAKHI POLICE STATION, CHHATTISGARH-492002",20/01/2021,19/01/2026,124
1021,Delhi,Delhi,5 Star,With Alcohol,ANDAZ DELHI ( UNIT OF JUNIPER HOTELS PRIVATE LIMITED),"ASSET-1, AEROCITY, IGI AIRPORT, NEW DELHI- 110037",19/07/2019,18/07/2024,530
1022,Delhi,Delhi,5 Star,With Alcohol,Hotel Welcom Sheraton,"DISTRICT CENTRE , SAKET Delhi",4/9/2018,3/9/2023,220
1023,Delhi,Delhi,5 Star,With Alcohol,ITC MAURYA,"DIPLOMATIC ENCLAVE, S.P. MARG Delhi Delhi Delhi",11/9/2019,10/9/2024,437
1024,Delhi,Delhi,5 Star,With Alcohol,LE MERIDIEN NEW DELHI,"CJ INTERNATIONAL HOTELS LTD, 8, WINDSOR PLACE, JANPATH, NEW DELHI - 110001",17/11/2018,16/11/2023,358
1025,Delhi,Delhi,5 Star,With Alcohol,SHANGRI-LA'S EROS HOTEL,19 ASHOKA ROAD CONNAUGHT PLACE ,22/09/2021,21/09/2026,324
1026,Delhi,Delhi,5 Star,With Alcohol,"THE LEELA AMBIENCE CONVENTION HOTEL, DELHI","PLOT NO - 01, CBD SHAHDARA Delhi",11/9/2018,10/9/2023,480
1027,Delhi,Delhi,5 Star,With Alcohol,"THE LEELA PALACE, NEW DELHI","The Leela Palace, Diplomatic Enclave, New Delhi ",26/05/2022,25/05/2027,260
1028,Delhi,Delhi,5 Star,With Alcohol,The Oberoi New Delhi,"Dr. Zakir Hussain Marg, New Delhi-110003, India Delhi",16/10/2018,15/10/2023,220
1029,Delhi,Delhi,5 Star,With Alcohol,"The Oberoi, New Delhi",Dr. Zakir Hussain Marg Delhi Delhi,16/10/2018,15/10/2023,220
1030,Delhi,New Delhi,5 Star,With Alcohol,Eros Hotel ,"""S - 1, American Plaza International Trade Tower"" Nehru Place New Delhi New Delhi",22/07/2020,21/07/2025,216
1031,Delhi,New Delhi,5 Star,With Alcohol,Hyatt Regency Delhi,"Asian Hotels (North) Limited,Bhikaji Cama Place,MG Marg,",9/3/2021,8/3/2026,1024
1032,Delhi,New Delhi,5 Star,With Alcohol,Jaypee Vasant Continental,"Basant Lok, Vasant Vihar, New Delhi - 10 057 New Delhi",18/02/2021,17/02/2026,119
1033,Delhi,New Delhi,5 Star,With Alcohol,JW MARRIOTT HOTEL,"6th Floor, Aria Towers J.W. Marriott, New Delhi Aerocity, Asset Area 4, Hospitality District, Near IGI Airport New Delhi - 110 037 ",25/04/2019,24/04/2024,523
1034,Delhi,New Delhi,5 Star,With Alcohol,Radisson Blu Plaza Hotel ,"National Highway No 8 , Near IGI Airport T3,Mahipalpur, ",25/10/2019,24/10/2024,261
1035,Delhi,New Delhi,5 Star,With Alcohol,"Roseate House, Formally known as Dusit D-2 Unit of Bird Airport Hotels Private Limited.","Plot No. 10 , GMR Hospitality I.G Airport District New Delhi",5/11/2018,4/11/2023,216
1036,Delhi,New Delhi,5 Star,With Alcohol,Taj Palace New Delhi,"The Indian Hotels Company Limited, Sardar Patel Marg, Diplomatic Enclave",26/02/2020,25/02/2025,403
1037,Delhi,New Delhi,5 Star,With Alcohol,The Ashok Hotel,"50 B, DIPLOMATIC ENCLAVE, CHANAKYAPURI, NEW DELHI",7/1/2022,6/1/2027,550
1038,Delhi,New Delhi,5 Star,With Alcohol,THE GRAND NEW DELHI,"PLOT NO.2, NELSON MANDELA ROAD, VASANT KUNJ PHASE-II, NEW DELHI-110070",20/06/2020,19/06/2025,390
1039,Delhi,New Delhi,5 Star,With Alcohol,THE IMPERIAL,JANPATH,31/03/2022,30/03/2027,235
